match_id,winner,victory_condition,rounds_completed,boxerA_name,boxerA_weight,boxerA_height,boxerA_reach,boxerA_power,boxerA_speed,boxerA_stamina,boxerA_defense,boxerA_chin,boxerA_experience,boxerB_name,boxerB_weight,boxerB_height,boxerB_reach,boxerB_power,boxerB_speed,boxerB_stamina,boxerB_defense,boxerB_chin,boxerB_experience,total_punches_A,total_punches_B,total_hits_A,total_hits_B,total_knockdowns_A,total_knockdowns_B,total_points_A,total_points_B,total_damage_dealt_A,total_damage_dealt_B,total_stamina_used_A,total_stamina_used_B,hit_rate_A,hit_rate_B,final_hp_A,final_hp_B,final_stamina_A,final_stamina_B,total_A_jab,total_B_jab,total_A_cross,total_B_cross,total_A_lead_hook,total_B_lead_hook,total_A_rear_hook,total_B_rear_hook,total_A_lead_uppercut,total_B_lead_uppercut,total_A_rear_uppercut,total_B_rear_uppercut
81914,Boxer_B_80,KO,1,Boxer_A_80,93.4,178,194,100,79,85,81,79,77,Boxer_B_80,86.1,175,200,83,100,97,84,100,84,10,10,1,5,1,0,2,11,19.880000000000003,107.68104599999998,6.2,7.499999999999999,10.0,50.0,0.0,80.12,93.8,92.5,4,3,2,2,2,0,1,3,1,2,0,0
24228,Boxer_B_81,KO,1,Boxer_A_81,89.8,173,194,74,96,66,83,75,60,Boxer_B_81,63.7,165,182,79,89,70,95,88,72,16,16,4,5,0,0,9,11,76.16257600000003,113.70815625,13.200000000000001,15.4,25.0,31.25,0.0,23.84,86.8,84.6,4,2,4,3,1,2,1,1,3,4,3,4
53381,Boxer_A_82,KO,1,Boxer_A_82,62.1,195,191,98,81,99,94,80,64,Boxer_B_82,86.3,167,195,85,73,66,97,65,57,20,19,5,3,0,0,10,7,128.8635075,76.86720000000001,16.1,18.0,25.0,15.79,23.13,0.0,83.9,82.0,7,0,3,4,1,5,1,4,4,4,4,2
20704,Boxer_A_83,KO,1,Boxer_A_83,83.7,167,185,70,73,93,87,61,6,Boxer_B_83,93.1,174,185,85,62,100,68,82,96,15,14,5,2,1,1,14,5,113.22395000000002,68.633335,13.899999999999999,14.899999999999999,33.33,14.29,21.37,0.0,86.1,85.1,1,1,3,1,2,3,5,1,2,3,2,5
28787,Boxer_A_84,KO,1,Boxer_A_84,90.8,189,200,82,72,91,74,68,60,Boxer_B_84,96.4,181,182,73,65,79,81,89,62,10,9,4,1,0,1,11,4,99.21179999999998,37.11787199999999,9.1,9.5,40.0,11.11,62.88,-9.21,90.9,90.5,1,1,2,1,2,1,2,1,1,1,2,4
92662,Boxer_A_85,KO,1,Boxer_A_85,72.4,166,178,76,80,60,97,76,95,Boxer_B_85,63.9,190,178,96,72,98,74,86,93,15,14,7,3,0,0,12,7,106.77297000000002,84.033312,11.600000000000001,13.1,46.67,21.43,15.97,0.0,88.4,86.9,6,3,2,1,1,1,1,2,1,5,4,2
69850,Boxer_A_86,KO,1,Boxer_A_86,81.4,176,186,84,67,72,64,61,2,Boxer_B_86,96.7,170,193,66,76,67,65,71,91,10,9,4,2,1,0,11,5,121.63409999999999,53.89725,10.1,8.2,40.0,22.22,36.1,0.0,89.9,91.8,1,2,1,0,1,2,2,1,3,3,2,1
70123,Boxer_A_87,KO,1,Boxer_A_87,62.2,178,200,86,84,65,81,98,30,Boxer_B_87,90.1,171,186,71,99,85,88,78,42,7,6,4,3,0,0,9,7,104.71016,51.7205535,5.9,4.0,57.14,50.0,48.28,0.0,94.1,96.0,1,2,0,2,4,1,1,0,0,0,1,1
92944,Boxer_B_88,KO,1,Boxer_A_88,73.5,168,199,62,100,97,67,70,90,Boxer_B_88,60.1,185,200,71,93,95,77,85,14,10,10,3,5,1,0,12,10,80.16971999999998,98.4587175,10.700000000000001,7.699999999999999,30.0,50.0,0.0,19.83,89.3,92.3,1,3,1,0,1,3,1,3,2,0,4,1
13196,Boxer_A_89,KO,1,Boxer_A_89,81.1,165,180,97,80,73,60,70,72,Boxer_B_89,71.1,195,190,86,62,88,69,68,66,8,7,3,1,0,1,9,3,114.90949799999997,31.762380000000004,7.6,6.300000000000001,37.5,14.29,68.24,0.0,92.4,93.7,2,1,0,0,1,2,2,3,0,0,3,1
65928,Boxer_A_90,KO,1,Boxer_A_90,98.3,172,187,63,96,77,85,79,81,Boxer_B_90,65.5,188,192,74,80,98,61,61,72,6,5,5,1,0,0,13,4,110.443284,35.09968,5.6,4.8,83.33,20.0,64.9,0.0,94.4,95.2,0,0,3,2,0,1,1,0,0,0,2,2
46986,Boxer_A_91,KO,1,Boxer_A_91,77.0,168,194,96,65,91,79,76,40,Boxer_B_91,78.4,171,174,63,93,97,70,76,53,4,3,3,1,1,0,8,2,111.469056,19.53,3.8,3.4000000000000004,75.0,33.33,70.47,0.0,96.2,96.6,0,0,1,0,1,1,0,0,2,1,0,1
96653,Boxer_A_92,KO,1,Boxer_A_92,70.6,177,187,91,80,79,62,96,14,Boxer_B_92,85.0,172,182,75,72,85,88,70,49,14,13,5,2,0,0,8,7,100.92764500000001,55.333200000000005,10.600000000000001,13.1,35.71,15.38,44.67,0.0,89.4,86.9,4,1,3,1,1,3,3,3,2,1,1,4
48613,Boxer_A_93,KO,1,Boxer_A_93,89.3,194,172,94,90,95,79,60,61,Boxer_B_93,84.8,172,170,89,90,78,82,64,1,6,5,3,2,0,0,9,4,123.37838399999998,49.3416,5.8,2.5999999999999996,50.0,40.0,50.66,0.0,94.2,97.4,0,2,1,2,2,1,1,0,1,0,1,0
52550,Boxer_A_94,KO,1,Boxer_A_94,62.0,174,198,92,76,71,88,99,53,Boxer_B_94,76.5,172,193,96,82,94,63,80,82,16,15,5,4,0,0,9,8,105.45683999999997,81.98210400000002,15.500000000000004,11.600000000000003,31.25,26.67,18.02,0.0,84.5,88.4,3,4,1,2,3,4,2,2,1,1,6,2
54316,Boxer_A_95,KO,1,Boxer_A_95,60.9,175,180,99,75,90,79,99,74,Boxer_B_95,92.7,187,187,78,95,100,61,73,43,4,3,3,1,0,0,8,1,104.368473,9.72933,4.2,2.7,75.0,33.33,90.27,0.0,95.8,97.3,0,1,0,0,1,0,2,0,0,2,1,0
13988,Boxer_A_96,KO,1,Boxer_A_96,81.1,184,171,92,95,62,95,78,86,Boxer_B_96,88.0,191,193,89,61,98,91,81,86,12,11,5,2,1,0,10,4,113.73056100000001,41.434128,10.799999999999999,9.5,41.67,18.18,48.57,0.0,89.2,90.5,2,1,1,4,3,1,2,2,2,1,2,2
49578,Boxer_B_97,KO,1,Boxer_A_97,80.7,190,190,72,83,67,68,79,32,Boxer_B_97,88.3,177,187,66,89,78,61,96,3,7,7,1,5,1,0,2,12,14.361984,103.31488200000001,5.299999999999999,5.8999999999999995,14.29,71.43,0.0,85.64,94.7,94.1,1,1,2,0,2,4,1,1,1,0,0,1
36508,Boxer_B_98,KO,1,Boxer_A_98,89.0,173,179,68,62,69,79,66,27,Boxer_B_98,78.3,185,179,75,64,77,98,73,28,17,17,1,4,1,0,2,9,20.81276,100.23870000000001,15.100000000000001,15.199999999999998,5.88,23.53,-10.0,79.19,84.9,84.8,1,2,4,2,4,4,3,5,4,2,1,2
85812,Boxer_B_99,KO,1,Boxer_A_99,60.8,177,190,92,77,98,82,64,16,Boxer_B_99,83.4,181,198,76,74,87,90,68,10,8,8,1,3,0,0,2,10,23.947968,105.06543999999998,6.699999999999999,7.8,12.5,37.5,0.0,76.05,93.3,92.2,1,0,2,1,2,3,1,2,1,0,1,2
72318,Boxer_B_100,KO,1,Boxer_A_100,62.4,169,171,75,62,75,84,64,75,Boxer_B_100,77.1,170,193,77,68,68,83,64,7,17,17,3,5,0,0,6,10,67.4373,106.41384599999999,15.599999999999998,15.2,17.65,29.41,0.0,32.56,84.4,84.8,2,2,3,4,2,3,4,1,4,5,2,2
56152,Boxer_B_101,KO,1,Boxer_A_101,81.4,177,170,80,75,76,95,84,9,Boxer_B_101,78.7,175,187,98,78,75,79,98,26,12,12,2,4,0,1,5,10,42.56664000000001,115.68645200000002,11.400000000000002,10.600000000000001,16.67,33.33,0.0,47.43,88.6,89.4,2,2,1,2,2,2,2,2,2,2,3,2
30441,Boxer_A_102,KO,1,Boxer_A_102,87.5,183,170,67,96,91,86,61,74,Boxer_B_102,80.9,188,195,85,75,100,75,60,57,10,9,5,1,1,2,9,3,88.760595,41.352500000000006,7.999999999999999,7.5,50.0,11.11,48.65,-8.76,92.0,92.5,2,1,1,2,3,3,3,1,0,1,1,1
69233,Boxer_A_103,KO,1,Boxer_A_103,62.0,176,187,88,75,82,97,86,29,Boxer_B_103,83.3,183,177,65,61,94,90,94,45,16,15,5,4,0,0,14,12,127.42281200000001,87.24534,14.5,13.4,31.25,26.67,12.75,0.0,85.5,86.6,3,2,2,3,1,2,3,3,6,3,1,2
70275,Boxer_A_104,KO,1,Boxer_A_104,62.8,181,197,95,97,85,70,66,84,Boxer_B_104,73.9,191,188,70,90,79,64,67,88,7,6,3,2,0,1,9,7,114.42256,63.84028,6.8,5.5,42.86,33.33,36.16,-10.0,93.2,94.5,0,1,2,0,0,1,3,3,1,0,1,1
87926,Boxer_A_105,KO,1,Boxer_A_105,68.8,192,187,89,96,70,87,95,71,Boxer_B_105,74.4,167,199,70,75,90,99,62,1,10,9,4,1,0,2,11,2,134.42649,14.0238,10.0,7.299999999999998,40.0,11.11,85.98,-10.0,90.0,92.7,0,1,1,5,3,0,2,0,3,1,1,2
23282,Boxer_A_106,KO,1,Boxer_A_106,70.1,194,189,69,65,91,100,91,64,Boxer_B_106,77.0,175,180,62,72,65,89,90,79,11,10,6,3,0,0,15,4,113.71717500000003,33.37607249999999,9.400000000000002,8.6,54.55,30.0,66.62,0.0,90.6,91.4,2,2,2,2,3,2,1,1,0,0,3,3
30047,Boxer_B_107,KO,1,Boxer_A_107,63.8,183,182,84,62,62,91,92,28,Boxer_B_107,60.3,171,191,94,74,69,83,76,10,9,9,4,5,0,0,8,10,95.8272,117.60076800000002,7.399999999999999,7.1,44.44,55.56,0.0,4.17,92.6,92.9,0,3,3,1,3,1,2,1,1,2,0,1
94735,Boxer_A_108,KO,1,Boxer_A_108,71.6,183,170,94,90,63,69,100,64,Boxer_B_108,60.1,174,188,79,90,68,94,80,33,8,7,3,5,0,0,10,9,113.71367999999998,77.77945000000003,8.8,3.9000000000000004,37.5,71.43,22.22,0.0,91.2,96.1,0,3,1,2,2,1,1,1,0,0,4,0
97188,Boxer_B_109,KO,1,Boxer_A_109,81.1,190,200,82,61,79,87,73,18,Boxer_B_109,68.3,190,171,95,84,97,100,66,61,10,10,1,3,0,0,2,8,27.140359999999998,102.636955,7.299999999999999,9.3,10.0,30.0,0.0,72.86,92.7,90.7,3,1,1,0,4,3,0,3,1,3,1,0
33171,Boxer_B_110,KO,1,Boxer_A_110,91.7,170,182,95,70,79,70,65,16,Boxer_B_110,79.3,177,191,84,73,93,79,90,69,14,14,2,4,0,0,8,10,79.3782,114.84018,12.8,13.5,14.29,28.57,0.0,20.62,87.2,86.5,2,1,3,2,1,5,4,0,0,2,4,4
86554,Boxer_A_111,KO,1,Boxer_A_111,96.5,174,199,97,87,97,77,75,66,Boxer_B_111,93.6,169,180,99,81,66,92,78,79,5,4,4,2,1,1,7,6,99.49435499999998,78.72975,2.9,4.2,80.0,50.0,11.27,0.0,97.1,95.8,3,0,0,0,1,1,0,1,1,2,0,0
67815,Boxer_B_112,KO,1,Boxer_A_112,81.8,195,174,75,65,78,62,78,94,Boxer_B_112,74.9,179,181,92,71,82,65,96,52,5,5,1,4,0,0,4,9,31.200000000000003,107.756012,3.9,4.3,20.0,80.0,0.0,68.8,96.1,95.7,1,1,2,1,0,1,1,0,0,1,1,1
54245,Boxer_A_113,KO,1,Boxer_A_113,92.5,178,177,86,83,96,62,88,3,Boxer_B_113,88.9,179,199,65,98,83,96,77,33,5,4,4,2,0,1,9,5,100.485711,43.40700000000001,4.5,3.3,80.0,50.0,56.59,0.0,95.5,96.7,1,1,0,0,1,1,2,1,0,1,1,0
74620,Boxer_A_114,KO,1,Boxer_A_114,72.7,194,198,92,80,79,82,88,3,Boxer_B_114,94.9,190,172,66,98,86,60,78,72,12,11,4,4,0,1,8,5,91.29040400000001,43.11384,10.9,8.2,33.33,36.36,56.89,0.0,89.1,91.8,1,4,1,0,6,3,1,2,0,1,3,1
68378,Boxer_B_115,KO,1,Boxer_A_115,99.7,184,185,91,89,92,68,94,86,Boxer_B_115,78.4,175,187,92,89,69,86,98,14,8,8,4,6,0,0,10,11,95.725266,115.46611800000002,7.1,5.8999999999999995,50.0,75.0,0.0,4.27,92.9,94.1,1,3,1,0,2,2,2,2,1,0,1,1
16999,Boxer_B_116,KO,1,Boxer_A_116,82.3,179,186,62,82,71,95,60,87,Boxer_B_116,99.4,165,184,85,62,94,95,69,3,15,15,3,4,0,0,7,9,57.406296000000005,100.97447499999998,13.500000000000002,14.399999999999999,20.0,26.67,0.0,42.59,86.5,85.6,1,2,2,2,5,2,3,4,3,0,1,5
83876,Boxer_B_117,KO,1,Boxer_A_117,67.9,185,192,92,91,66,81,90,10,Boxer_B_117,95.7,186,180,97,76,61,82,86,45,13,13,4,3,2,0,6,8,65.92494600000002,83.59945,10.299999999999999,11.2,30.77,23.08,0.0,34.08,89.7,88.8,3,2,3,2,2,4,2,1,1,2,2,2
51454,Boxer_B_118,KO,1,Boxer_A_118,84.5,177,189,64,75,69,71,98,6,Boxer_B_118,71.4,193,192,81,70,76,60,60,86,7,7,3,6,0,0,4,11,39.571839999999995,103.14074250000002,5.299999999999999,5.299999999999999,42.86,85.71,0.0,60.43,94.7,94.7,3,3,1,1,0,0,1,0,0,2,2,1
57411,Boxer_B_119,KO,1,Boxer_A_119,99.3,181,184,91,62,78,91,94,17,Boxer_B_119,97.9,177,198,73,60,87,75,92,2,16,16,1,5,0,0,2,13,19.380816,103.57313,14.0,13.500000000000002,6.25,31.25,0.0,80.62,86.0,86.5,2,3,5,4,0,2,4,2,3,2,2,3
47929,Boxer_A_120,KO,1,Boxer_A_120,92.4,190,187,77,94,67,86,79,31,Boxer_B_120,65.0,165,183,89,73,70,80,80,22,11,10,5,2,1,0,13,6,118.47066,66.1916585,9.5,9.4,45.45,20.0,23.81,0.0,90.5,90.6,1,2,3,0,3,2,1,1,1,4,2,1
65526,Boxer_A_121,KO,1,Boxer_A_121,84.6,194,196,87,68,75,80,92,80,Boxer_B_121,83.4,172,181,68,60,74,67,77,52,6,5,4,0,0,0,9,0,102.4353225,0.0,5.7,5.3999999999999995,66.67,0.0,100.0,0.0,94.3,94.6,1,0,0,0,1,1,2,2,1,1,1,1
65276,Boxer_A_122,KO,1,Boxer_A_122,79.5,193,191,80,69,95,95,90,66,Boxer_B_122,64.2,176,174,63,84,95,77,66,10,21,20,5,4,1,0,10,8,106.56483999999999,56.25081,21.1,19.8,23.81,20.0,33.75,0.0,78.9,80.2,3,2,4,3,0,1,3,5,3,5,8,4
94036,Boxer_B_123,KO,1,Boxer_A_123,99.8,171,173,86,61,95,73,82,42,Boxer_B_123,60.3,195,179,65,66,84,95,72,14,15,15,2,5,0,0,5,14,54.638208,111.63685000000001,14.499999999999998,14.699999999999998,13.33,33.33,0.0,45.36,85.5,85.3,1,1,4,3,1,2,3,1,2,6,4,2
62723,Boxer_A_124,KO,1,Boxer_A_124,98.7,165,196,90,84,92,66,81,40,Boxer_B_124,99.3,173,189,90,100,97,91,82,73,14,13,5,5,0,0,13,8,135.41030999999998,92.43801,14.999999999999998,9.8,35.71,38.46,7.56,0.0,85.0,90.2,2,4,0,2,1,2,3,2,3,2,5,1
62312,Boxer_B_125,KO,1,Boxer_A_125,89.7,179,181,89,97,70,83,60,25,Boxer_B_125,63.9,168,175,70,74,75,83,85,98,8,8,3,4,0,1,8,11,84.64345,110.61749999999998,7.3,6.8999999999999995,37.5,50.0,0.0,5.36,92.7,93.1,1,3,1,0,1,0,2,2,3,1,0,2
61920,Boxer_A_126,KO,1,Boxer_A_126,99.8,184,181,78,71,62,80,99,7,Boxer_B_126,94.1,182,178,63,95,66,65,95,20,17,16,6,4,1,1,11,11,102.88073250000002,72.4904775,14.400000000000002,16.5,35.29,25.0,17.51,0.0,85.6,83.5,2,1,2,2,6,3,4,2,2,3,1,5
83037,Boxer_B_127,KO,1,Boxer_A_127,60.3,191,192,67,89,77,97,79,32,Boxer_B_127,79.9,172,189,85,88,79,97,82,37,8,8,4,5,0,0,9,11,82.30146000000002,125.72641125000001,6.8,6.6,50.0,62.5,0.0,17.7,93.2,93.4,2,2,0,1,3,1,0,2,2,1,1,1
21680,Boxer_A_128,KO,1,Boxer_A_128,73.7,191,198,88,74,79,96,73,14,Boxer_B_128,90.2,190,173,86,71,90,89,70,66,14,13,4,2,0,0,9,4,108.96314000000004,47.40148,11.5,10.4,28.57,15.38,52.6,0.0,88.5,89.6,3,2,2,3,4,3,2,3,0,1,3,1
17604,Boxer_B_129,KO,1,Boxer_A_129,96.1,186,176,64,87,84,89,76,12,Boxer_B_129,67.5,184,175,60,90,72,99,92,36,17,17,3,6,0,0,5,15,38.93875200000001,115.57854,16.400000000000002,13.8,17.65,35.29,0.0,61.06,83.6,86.2,4,6,0,2,1,2,3,0,6,3,3,4
90328,Boxer_B_130,KO,1,Boxer_A_130,93.0,188,188,87,88,61,63,70,81,Boxer_B_130,65.9,180,188,62,99,75,93,73,77,12,12,2,6,0,0,4,13,48.77028600000003,113.7266,9.299999999999997,10.9,16.67,50.0,0.0,51.23,90.7,89.1,1,1,4,2,3,2,3,4,1,2,0,1
97673,Boxer_B_131,KO,1,Boxer_A_131,97.3,177,175,92,83,60,96,61,33,Boxer_B_131,97.0,191,193,76,98,82,83,85,95,10,10,2,3,1,0,3,10,32.61285,106.65942600000001,7.299999999999999,8.799999999999999,20.0,30.0,0.0,67.39,92.7,91.2,3,2,3,2,1,1,1,1,0,2,2,2
70006,Boxer_A_132,KO,1,Boxer_A_132,75.6,173,175,72,83,73,93,99,78,Boxer_B_132,91.4,181,173,62,92,95,83,79,69,12,11,5,5,1,0,12,13,103.831794,82.68344800000001,11.0,9.6,41.67,45.45,7.32,0.0,89.0,90.4,2,2,2,3,0,0,4,2,2,2,2,2
93241,Boxer_B_133,KO,1,Boxer_A_133,65.3,183,190,75,76,73,61,84,13,Boxer_B_133,65.1,194,180,100,85,86,87,75,28,10,10,3,3,1,0,6,10,59.099999999999994,119.48,8.2,11.0,30.0,30.0,-10.0,40.9,91.8,89.0,2,0,2,1,3,1,0,1,1,6,2,1
34590,Boxer_A_134,KO,1,Boxer_A_134,98.9,186,175,99,67,80,74,64,65,Boxer_B_134,88.0,189,179,72,62,75,73,61,34,4,3,4,1,0,0,7,1,109.25201925000002,12.06864,2.4,2.0,100.0,33.33,87.93,0.0,97.6,98.0,2,2,0,0,1,0,1,0,0,0,0,1
47056,Boxer_A_135,KO,1,Boxer_A_135,61.4,165,175,73,98,65,75,82,83,Boxer_B_135,64.5,173,187,100,93,73,84,65,61,5,4,4,1,0,0,10,2,111.02643000000002,28.674000000000003,4.3999999999999995,3.5999999999999996,80.0,25.0,71.33,0.0,95.6,96.4,0,0,1,0,2,3,1,0,1,1,0,0
18045,Boxer_A_136,KO,1,Boxer_A_136,77.3,181,184,100,95,60,77,91,4,Boxer_B_136,91.3,182,194,82,69,62,64,84,50,5,4,3,0,0,0,9,0,119.77000000000001,0.0,4.7,3.5,60.0,0.0,100.0,0.0,95.3,96.5,1,1,0,0,1,0,0,2,3,1,0,0
30965,Boxer_A_137,KO,1,Boxer_A_137,98.1,192,198,77,66,89,83,76,31,Boxer_B_137,73.0,181,173,80,62,86,67,62,91,6,5,4,3,0,1,8,6,91.8112965,60.946,3.8,3.1999999999999997,66.67,60.0,39.05,0.0,96.2,96.8,2,2,1,1,2,0,1,2,0,0,0,0
89976,Boxer_A_138,KO,1,Boxer_A_138,82.5,195,191,80,91,64,98,82,5,Boxer_B_138,74.5,172,178,71,97,96,80,60,19,6,5,3,2,1,2,7,7,87.39359999999999,57.473079999999996,6.3999999999999995,6.199999999999999,50.0,40.0,32.53,-7.39,93.6,93.8,0,0,1,0,1,0,0,2,3,0,1,3
49734,Boxer_B_139,KO,1,Boxer_A_139,75.4,191,189,62,94,85,72,84,66,Boxer_B_139,73.1,182,181,99,99,95,79,91,11,9,9,5,5,0,0,9,11,65.43433499999999,133.35507900000005,7.299999999999999,7.6,55.56,55.56,0.0,34.57,92.7,92.4,3,2,2,1,0,2,0,1,2,2,2,1
58938,Boxer_B_140,KO,1,Boxer_A_140,71.4,183,175,60,94,68,96,66,4,Boxer_B_140,80.2,177,195,81,87,99,81,62,68,9,9,3,3,2,0,7,9,60.26598,98.939637,8.9,7.9,33.33,33.33,0.0,39.73,91.1,92.1,1,1,1,1,0,1,3,5,3,1,1,0
42636,Boxer_A_141,KO,1,Boxer_A_141,84.3,189,177,99,89,74,93,77,1,Boxer_B_141,99.6,189,179,84,89,88,60,86,4,10,9,4,3,0,2,9,5,111.46335750000001,52.556301000000005,8.6,6.399999999999999,40.0,33.33,47.44,0.0,91.4,93.6,2,2,2,3,1,2,1,1,3,0,1,1
87038,Boxer_B_142,KO,1,Boxer_A_142,82.0,167,176,69,88,96,93,84,76,Boxer_B_142,91.8,182,195,82,94,94,78,73,24,15,15,2,4,2,0,5,11,41.396412,104.042256,13.900000000000002,14.5,13.33,26.67,-10.0,58.6,86.1,85.5,3,1,1,5,2,1,4,1,1,2,4,5
52885,Boxer_B_143,KO,1,Boxer_A_143,95.3,181,176,81,77,68,63,99,55,Boxer_B_143,99.4,174,170,84,93,81,81,95,54,5,5,3,4,1,0,7,13,67.010895,112.090608,4.2,5.4,60.0,80.0,0.0,32.99,95.8,94.6,0,0,2,0,1,1,1,2,1,1,0,1
53753,Boxer_A_144,KO,1,Boxer_A_144,92.5,186,198,65,90,74,67,64,21,Boxer_B_144,82.8,173,184,75,77,68,89,71,80,11,10,5,3,1,0,14,8,119.45690250000001,82.90559999999999,9.899999999999999,9.999999999999998,45.45,30.0,7.09,0.0,90.1,90.0,1,0,1,3,4,0,3,3,0,2,2,2
78382,Boxer_B_145,KO,1,Boxer_A_145,64.7,166,176,60,83,72,90,63,9,Boxer_B_145,62.9,188,186,89,68,78,98,87,98,10,10,2,3,0,0,5,9,34.264424999999996,114.13867300000001,8.8,8.7,20.0,30.0,0.0,65.74,91.2,91.3,2,3,1,0,1,2,3,1,2,2,1,2
99388,Boxer_B_146,KO,1,Boxer_A_146,83.5,179,199,72,71,82,66,98,4,Boxer_B_146,91.9,171,175,88,81,79,63,80,26,9,9,2,6,0,0,4,12,39.83904,122.38102800000001,8.899999999999999,6.199999999999999,22.22,66.67,0.0,60.16,91.1,93.8,1,4,1,1,1,1,2,0,2,3,2,0
59192,Boxer_A_147,KO,1,Boxer_A_147,71.5,170,195,68,99,77,95,70,89,Boxer_B_147,93.7,171,177,60,99,92,68,62,75,16,15,5,2,0,0,11,3,103.65331799999998,27.2025,14.600000000000001,12.700000000000005,31.25,13.33,72.8,0.0,85.4,87.3,2,3,3,2,2,3,3,4,4,0,2,3
86466,Boxer_B_148,KO,1,Boxer_A_148,74.7,188,170,70,76,99,75,96,25,Boxer_B_148,79.3,176,173,88,70,97,97,99,45,15,15,4,5,0,0,10,12,73.34771500000001,110.90622400000001,12.3,12.1,26.67,33.33,0.0,26.65,87.7,87.9,3,3,3,5,3,0,3,3,0,2,3,2
87336,Boxer_A_149,KO,1,Boxer_A_149,94.6,182,180,65,67,90,83,92,33,Boxer_B_149,97.9,167,196,72,77,73,79,64,2,9,8,4,5,1,1,11,9,97.84112,73.38016800000001,6.8,5.5,44.44,62.5,16.62,0.0,93.2,94.5,2,3,2,2,2,0,2,2,0,0,1,1
54917,Boxer_A_150,KO,1,Boxer_A_150,99.7,169,184,92,100,66,73,87,40,Boxer_B_150,66.6,184,179,75,88,95,82,69,27,5,4,3,3,0,0,8,9,106.69635600000001,79.12259999999999,3.9000000000000004,4.3999999999999995,60.0,75.0,20.88,0.0,96.1,95.6,1,0,2,1,0,0,0,0,2,2,0,1
57735,Boxer_A_151,KO,1,Boxer_A_151,99.6,190,170,97,71,71,95,98,24,Boxer_B_151,63.5,176,171,99,67,95,76,63,84,10,9,5,1,0,0,7,3,104.72728675000002,33.116391,8.1,7.5,50.0,11.11,66.88,0.0,91.9,92.5,3,3,1,0,1,1,2,2,2,2,1,1
85219,Boxer_A_152,KO,1,Boxer_A_152,65.9,169,183,99,96,89,71,99,20,Boxer_B_152,67.2,175,173,93,82,87,79,70,37,8,7,4,4,0,0,8,5,111.7469925,57.95481,7.0,4.0,50.0,57.14,42.05,0.0,93.0,96.0,2,4,1,0,0,2,2,0,2,1,1,0
73116,Boxer_A_153,KO,1,Boxer_A_153,76.3,169,196,62,83,66,66,90,31,Boxer_B_153,92.3,168,200,84,96,61,96,79,80,10,9,5,4,0,0,15,9,117.473818,88.05258,10.2,6.799999999999999,50.0,44.44,11.95,0.0,89.8,93.2,0,2,2,2,2,3,1,0,3,1,2,1
36490,Boxer_A_154,KO,1,Boxer_A_154,93.1,189,185,94,100,87,82,97,28,Boxer_B_154,60.6,176,177,66,75,83,74,65,76,6,5,4,0,0,1,9,0,124.08282000000003,0.0,4.300000000000001,3.6999999999999997,66.67,0.0,100.0,0.0,95.7,96.3,1,1,2,2,2,1,0,0,1,0,0,1
13514,Boxer_B_155,KO,1,Boxer_A_155,86.7,189,175,98,73,67,87,74,31,Boxer_B_155,76.3,166,175,71,67,67,60,73,72,13,13,3,4,0,1,6,11,71.75119,100.839312,13.7,10.300000000000002,23.08,30.77,0.0,18.25,86.3,89.7,1,3,1,3,1,3,3,0,4,2,3,2
88150,Boxer_B_156,KO,1,Boxer_A_156,93.6,181,190,65,90,74,66,84,62,Boxer_B_156,68.5,184,188,88,61,91,77,85,49,9,9,3,5,0,0,8,11,62.649843749999995,117.57574400000003,8.2,7.799999999999999,33.33,55.56,0.0,37.35,91.8,92.2,2,0,0,4,1,2,3,0,2,2,1,1
85273,Boxer_B_157,KO,1,Boxer_A_157,70.3,173,182,73,73,63,91,74,65,Boxer_B_157,72.1,194,183,68,92,77,94,65,28,7,7,3,4,2,0,9,11,87.61095,95.61888000000002,6.1,5.799999999999999,42.86,57.14,0.0,12.39,93.9,94.2,1,0,1,3,1,2,3,1,0,0,1,1
12459,Boxer_A_158,KO,1,Boxer_A_158,79.9,180,185,89,73,72,61,92,31,Boxer_B_158,81.7,177,192,60,87,74,78,92,40,11,10,4,4,0,0,11,7,100.467027,54.286200000000015,10.2,7.299999999999999,36.36,40.0,45.71,0.0,89.8,92.7,2,1,1,2,2,6,2,1,1,0,3,0
26230,Boxer_B_159,KO,1,Boxer_A_159,93.1,179,173,94,66,89,69,99,63,Boxer_B_159,75.5,193,189,82,84,74,69,90,21,14,14,1,6,0,1,2,12,23.8854,106.54792999999998,13.399999999999999,12.6,7.14,42.86,0.0,66.11,86.6,87.4,2,4,2,1,1,1,2,1,5,4,2,3
99148,Boxer_A_160,KO,1,Boxer_A_160,64.3,189,191,95,87,68,91,71,48,Boxer_B_160,84.6,170,191,75,75,76,66,94,44,7,6,5,2,0,0,9,2,102.6258875,23.679562500000003,6.0,2.9999999999999996,71.43,33.33,76.32,0.0,94.0,97.0,2,4,1,0,1,1,0,1,1,0,2,0
92508,Boxer_B_161,KO,1,Boxer_A_161,85.7,193,179,63,85,99,67,88,21,Boxer_B_161,79.9,171,191,86,62,68,71,80,96,12,12,5,4,1,0,11,11,82.07703000000001,115.063872,8.999999999999998,12.4,41.67,33.33,0.0,17.92,91.0,87.6,4,0,1,1,2,4,3,1,1,4,1,2
